Frequency, Intensity
-8.500000000000000000e+00,7.570745809903456358e-02
-8.459919839679358233e+00,-6.826175113522986448e-02
-8.419839679358718243e+00,4.665802378634138076e-02
-8.379759519038076476e+00,1.746883167259555975e-02
-8.339679358717434710e+00,3.074743292978935130e-02
-8.299599198396792943e+00,-2.293403087011702812e-02
-8.259519038076152952e+00,1.258853493665457873e-02
-8.219438877755511186e+00,7.495337943265341363e-02
-8.179358717434869419e+00,1.673876847364209539e-02
-8.139278557114227652e+00,1.862270307804382227e-02
-8.099198396793587662e+00,-1.510564814116606772e-02
-8.059118236472945895e+00,7.465015221448949301e-02
-8.019038076152304129e+00,-1.272898704701535752e-02
-7.978957915831664138e+00,1.318864028318143811e-01
-7.938877755511022372e+00,6.387834203318655535e-02
-7.898797595190380605e+00,6.501815560430874649e-03
-7.858717434869738838e+00,-3.864137357436861486e-02
-7.818637274549098848e+00,9.920329750061099294e-02
-7.778557114228457081e+00,1.425317165994882673e-01
-7.738476953907815314e+00,2.887455680230826410e-02
-7.698396793587175324e+00,2.578317781920295981e-02
-7.658316633266533557e+00,3.577884098377981381e-02
-7.618236472945891791e+00,1.002137407240432689e-02
-7.578156312625250024e+00,-8.733245509601343659e-02
-7.538076152304610034e+00,6.094459093651517778e-02
-7.497995991983968267e+00,1.343248913382805165e-02
-7.457915831663326500e+00,-8.013291102027238211e-02
-7.417835671342684734e+00,3.361321516405416793e-02
-7.377755511022044743e+00,2.963518128570164639e-02
-7.337675350701402976e+00,3.684981300847028213e-03
-7.297595190380761210e+00,6.092066624697139304e-02
-7.257515030060119443e+00,6.091227956857021147e-02
-7.217434869739479453e+00,-3.126219451389233850e-02
-7.177354709418837686e+00,4.445362016771081670e-02
-7.137274549098195919e+00,5.138357391395804302e-03
-7.097194388777555929e+00,7.599860456765156203e-02
-7.057114228456914162e+00,8.857003347760579459e-02
-7.017034068136272396e+00,-4.388197337845008150e-02
-6.976953907815630629e+00,1.086102114445576389e-01
-6.936873747494990639e+00,-5.093439958549588614e-02
-6.896793587174348872e+00,7.498471243388792062e-02
-6.856713426853707105e+00,6.208199637214045080e-02
-6.816633266533067115e+00,-2.293244129071909249e-03
-6.776553106212425348e+00,1.413837798310534945e-02
-6.736472945891783581e+00,-2.420959977714613395e-02
-6.696392785571141815e+00,1.298080549628853608e-01
-6.656312625250501824e+00,1.974583256105355566e-02
-6.616232464929860058e+00,-2.960413366909389263e-02
-6.576152304609218291e+00,-3.081524164384671222e-03
-6.536072144288576524e+00,-6.044562184096193003e-03
-6.495991983967936534e+00,1.018233903493575843e-01
-6.455911823647294767e+00,3.514505243236367565e-02
-6.415831663326653000e+00,4.380921947375626679e-02
-6.375751503006012122e+00,3.828089435694573273e-02
-6.335671342685371243e+00,6.151709898726413078e-02
-6.295591182364729477e+00,-4.839484300845450088e-02
